kabupaten_kota,kecamatan,desa,dimensi_sosial,dimensi_ekonomi,dimensi_lingkungan,skor_idm,status_idm
Kab. Malang,Pakis,Tirtomoyo,0.9257,0.8,1,0.9086,Mandiri
Kab. Malang,Pakis,Saptorenggo,0.84,0.85,1,0.8967,Mandiri
Kab. Malang,Pakis,Asrikaton,0.8743,0.8667,0.8667,0.8692,Mandiri
Kab. Malang,Pakis,Bunutwetan,0.9314,0.85,0.8667,0.8827,Mandiri
Kab. Malang,Pakis,Pakisjajar,0.8971,0.9167,0.8,0.8713,Mandiri
Kab. Malang,Pakisaji,Permanu,0.8686,0.8667,1,0.9117,Mandiri
Kab. Malang,Pakisaji,Karangpandan,0.9143,0.85,0.8,0.8548,Mandiri
Kab. Malang,Pakisaji,Gelanggang,0.8571,0.8,0.8,0.819,Mandiri
Kab. Malang,Pakisaji,Wonokerso,0.9543,0.8833,1,0.9459,Mandiri
Kab. Malang,Pakisaji,Karangduren,0.9486,0.7833,0.8667,0.8662,Mandiri
Kab. Malang,Pakisaji,Sutojayan,0.8457,0.7833,1,0.8763,Mandiri
Kab. Malang,Pakisaji,Pakisaji,0.7943,0.85,0.8667,0.837,Mandiri
Kab. Malang,Pakisaji,Jatisari,0.8286,0.75,0.9333,0.8373,Mandiri
Kab. Malang,Pakisaji,Wadung,0.8171,0.7333,0.9333,0.8279,Mandiri
Kab. Malang,Pakisaji,Genengan,0.8971,0.8167,0.8,0.8379,Mandiri
Kab. Malang,Pakisaji,Kendalpayak,0.9486,0.9,0.8,0.8829,Mandiri
Kab. Malang,Pakisaji,Kebonagung,0.8914,0.9333,0.9333,0.9194,Mandiri
Kab. Malang,Ngajum,Ngajum,0.9029,0.8667,0.9333,0.901,Mandiri
Kab. Malang,Ngajum,Palaan,0.8629,0.6667,1,0.8432,Mandiri
Kab. Malang,Ngajum,Ngasem,0.8686,0.85,0.9333,0.884,Mandiri
Kab. Malang,Ngajum,Banjarsari,0.88,0.9333,0.8667,0.8933,Mandiri
Kab. Malang,Ngajum,Kranggan,0.8971,0.6167,1,0.8379,Mandiri
Kab. Malang,Ngajum,Kesamben,0.8914,0.8667,0.8667,0.8749,Mandiri
Kab. Malang,Ngajum,Babadan,0.8629,0.7833,0.9333,0.8598,Mandiri
Kab. Malang,Ngajum,Balesari,0.9543,0.7333,0.8,0.8292,Mandiri
Kab. Malang,Ngajum,Maguan,0.8571,0.7833,0.9333,0.8579,Mandiri
Kab. Malang,Wagir,Sumbersuko,0.8343,0.8333,1,0.8892,Mandiri
Kab. Malang,Wagir,Mendalanwangi,0.9371,0.9,0.6667,0.8346,Mandiri
Kab. Malang,Wagir,Sitirejo,0.9771,0.9667,0.9333,0.959,Mandiri
Kab. Malang,Wagir,Parangargo,0.8629,0.8667,1,0.9098,Mandiri
Kab. Malang,Wagir,Gondowangi,0.9314,0.8333,0.9333,0.8994,Mandiri
Kab. Malang,Wagir,Pandanrejo,0.9143,0.8333,0.8,0.8492,Mandiri
Kab. Malang,Wagir,Petungsewu,0.8286,0.65,1,0.8262,Mandiri
Kab. Malang,Wagir,Sukodadi,0.92,0.8667,0.8667,0.8844,Mandiri
Kab. Malang,Wagir,Sidorahayu,0.9257,0.8333,0.9333,0.8975,Mandiri
Kab. Malang,Wagir,Jedong,0.88,0.7167,1,0.8656,Mandiri
Kab. Malang,Wagir,Dalisodo,0.9429,0.7333,0.9333,0.8698,Mandiri
Kab. Malang,Wagir,Pandanlandung,0.9257,0.7667,0.9333,0.8752,Mandiri
Kab. Malang,Dau,Kucur,0.8686,0.7667,0.9333,0.8562,Mandiri
Kab. Malang,Dau,Kalisongo,0.8971,0.7833,0.8667,0.849,Mandiri
Kab. Malang,Dau,Karangwidoro,0.96,0.85,1,0.9367,Mandiri
Kab. Malang,Dau,Petungsewu,0.8857,0.85,1,0.9119,Mandiri
Kab. Malang,Dau,Selorejo,0.8343,0.7333,1,0.8559,Mandiri
Kab. Malang,Dau,Tegalweru,0.9371,0.9333,1,0.9568,Mandiri
Kab. Malang,Dau,Landungsari,0.9143,0.9,1,0.9381,Mandiri
Kab. Malang,Dau,Mulyoagung,0.9714,0.9667,1,0.9794,Mandiri
Kab. Malang,Dau,Gadingkulon,0.9257,0.7667,1,0.8975,Mandiri
Kab. Malang,Dau,Sumbersekar,0.9429,1,1,0.981,Mandiri
Kab. Malang,Karangploso,Tegalgondo,0.88,0.8,0.8667,0.8489,Mandiri
Kab. Malang,Karangploso,Kepuharjo,0.9029,0.8833,0.8667,0.8843,Mandiri
Kab. Malang,Karangploso,Ngenep,0.9257,0.8167,1,0.9141,Mandiri
Kab. Malang,Karangploso,Ngijo,0.8571,0.9167,0.8667,0.8802,Mandiri
Kab. Malang,Karangploso,Ampeldento,0.9371,0.8667,1,0.9346,Mandiri
Kab. Malang,Karangploso,Girimoyo,0.92,0.9333,0.8667,0.9067,Mandiri
Kab. Malang,Karangploso,Bocek,0.8457,0.7167,0.9333,0.8319,Mandiri
Kab. Malang,Karangploso,Donowarih,0.9429,0.8833,0.8667,0.8976,Mandiri
Kab. Malang,Karangploso,Tawangargo,0.8629,0.7833,0.8667,0.8376,Mandiri
Kab. Malang,Singosari,Wonorejo,0.8743,0.6833,1,0.8525,Mandiri
Kab. Malang,Singosari,Dengkol,0.8571,0.85,0.8667,0.8579,Mandiri
Kab. Malang,Singosari,Baturetno,0.8,0.7667,1,0.8556,Mandiri
Kab. Malang,Singosari,Watugede,0.84,0.7667,1,0.8689,Mandiri
Kab. Malang,Singosari,Banjararum,0.9486,0.95,0.8,0.8995,Mandiri
Kab. Malang,Singosari,Tunjungtirto,0.8743,0.9333,0.8667,0.8914,Mandiri
Kab. Malang,Singosari,Langlang,0.9314,0.7167,0.8667,0.8383,Mandiri
Kab. Malang,Singosari,Purwoasri,0.8171,0.7333,1,0.8502,Mandiri
Kab. Malang,Singosari,Klampok,0.9429,0.8667,0.8667,0.8921,Mandiri
Kab. Malang,Singosari,Gunungrejo,0.8686,0.6667,0.9333,0.8229,Mandiri
Kab. Malang,Singosari,Tamanharjo,0.9429,0.75,0.8667,0.8532,Mandiri
Kab. Malang,Singosari,Ardimulyo,0.8743,0.8,1,0.8914,Mandiri
Kab. Malang,Singosari,Toyomarto,0.8971,0.7,0.8667,0.8213,Mandiri
Kab. Malang,Singosari,Randuagung,0.92,0.75,0.9333,0.8678,Mandiri
Kab. Malang,Lawang,Sidoluhur,0.84,0.8,0.9333,0.8578,Mandiri
Kab. Malang,Lawang,Srigading,0.88,0.7667,0.9333,0.86,Mandiri
Kab. Malang,Lawang,Sidodadi,0.92,0.75,0.8667,0.8456,Mandiri
Kab. Malang,Lawang,Bedali,0.9829,0.9167,1,0.9665,Mandiri
Kab. Malang,Lawang,Mulyoarjo,0.8971,0.7,0.9333,0.8435,Mandiri
Kab. Malang,Lawang,Sumberngepoh,0.8114,0.8,0.9333,0.8483,Mandiri
Kab. Malang,Lawang,Sumberporong,0.9657,0.9,1,0.9552,Mandiri
Kab. Malang,Lawang,Turirejo,0.9314,0.8333,1,0.9216,Mandiri
Kab. Malang,Lawang,Ketindan,0.9657,0.7667,0.8667,0.8663,Mandiri
Kab. Malang,Lawang,Wonorejo,0.8686,0.85,0.8,0.8395,Mandiri
Kab. Malang,Pujon,Bendosari,0.8971,0.8667,0.9333,0.899,Mandiri
Kab. Malang,Pujon,Sukomulyo,0.8571,0.6667,1,0.8413,Mandiri
Kab. Malang,Pujon,Pujonkidul,0.9371,0.7833,1,0.9068,Mandiri
Kab. Malang,Pujon,Pandesari,0.9429,0.8333,0.8,0.8587,Mandiri
Kab. Malang,Pujon,Pujon Lor,0.88,0.9,0.8,0.86,Mandiri
Kab. Malang,Pujon,Ngroto,0.9886,1,1,0.9962,Mandiri
Kab. Malang,Pujon,Ngabab,0.96,0.9333,0.8667,0.92,Mandiri
Kab. Malang,Pujon,Tawangsari,0.7829,0.9,0.9333,0.8721,Mandiri
Kab. Malang,Pujon,Madiredo,0.9314,0.9,1,0.9438,Mandiri
Kab. Malang,Pujon,Wiyurejo,0.8743,0.7167,0.8667,0.8192,Mandiri
Kab. Malang,Ngantang,Pagersari,0.88,0.7,1,0.86,Mandiri
Kab. Malang,Ngantang,Sidodadi,0.8629,0.8167,1,0.8932,Mandiri
Kab. Malang,Ngantang,Banjarejo,0.88,0.7333,1,0.8711,Mandiri
Kab. Malang,Ngantang,Purworejo,0.8629,0.8333,0.9333,0.8765,Mandiri
Kab. Malang,Ngantang,Ngantru,0.9543,0.6667,1,0.8737,Mandiri
Kab. Malang,Ngantang,Banturejo,0.9314,1,1,0.9771,Mandiri
Kab. Malang,Ngantang,Pandansari,0.7943,0.7833,1,0.8592,Mandiri
Kab. Malang,Ngantang,Mulyorejo,0.8743,0.95,0.8667,0.897,Mandiri
Kab. Malang,Ngantang,Sumberagung,0.8743,0.9,0.9333,0.9025,Mandiri
Kab. Malang,Ngantang,Kaumrejo,0.9486,0.9667,0.8667,0.9273,Mandiri
Kab. Malang,Ngantang,Tulungrejo,0.8057,0.7833,1,0.863,Mandiri
Kab. Malang,Ngantang,Waturejo,0.8743,0.8667,0.9333,0.8914,Mandiri
Kab. Malang,Ngantang,Jombok,0.9143,0.9,0.9333,0.9159,Mandiri
Kab. Malang,Kasembon,Pondokagung,0.8571,0.7,0.9333,0.8302,Mandiri
Kab. Malang,Kasembon,Bayem,0.9029,0.7167,0.9333,0.851,Mandiri
Kab. Malang,Kasembon,Pait,0.8629,0.7167,0.9333,0.8376,Mandiri
Kab. Malang,Kasembon,Wonoagung,0.8914,0.8167,0.8667,0.8583,Mandiri
Kab. Malang,Kasembon,Kasembon,0.8514,0.8167,0.9333,0.8671,Mandiri
Kab. Malang,Kasembon,Sukosari,0.8457,0.75,0.8667,0.8208,Mandiri
Kab. Malang,Gedangan,Sidodadi,0.8971,0.9167,0.8667,0.8935,Mandiri
Kab. Malang,Gedangan,Gajahrejo,0.9371,0.7,0.9333,0.8568,Mandiri
Kab. Malang,Gedangan,Sindurejo,0.8514,0.75,0.8667,0.8227,Mandiri
Kab. Malang,Gedangan,Gedangan,0.8971,0.85,0.8667,0.8713,Mandiri
Kab. Malang,Gedangan,Segaran,0.92,0.8,0.8,0.84,Mandiri
Kab. Malang,Gedangan,Sumberejo,0.9429,0.8833,0.8667,0.8976,Mandiri
Kab. Malang,Gedangan,Tumpakrejo,0.8286,0.85,0.8667,0.8484,Mandiri
Kab. Malang,Gedangan,Girimulyo,0.8914,0.65,1,0.8471,Mandiri
Kab. Malang,Tirtoyudo,Pujiharjo,0.8686,0.6667,0.9333,0.8229,Mandiri
Kab. Malang,Tirtoyudo,Sumbertangkil,0.88,0.9,0.8667,0.8822,Mandiri
Kab. Malang,Tirtoyudo,Kepatihan,0.8857,0.7833,0.8667,0.8452,Mandiri
Kab. Malang,Tirtoyudo,Jogomulyan,0.96,0.6,0.9333,0.8311,Mandiri
Kab. Malang,Tirtoyudo,Tlogosari,0.8286,0.8667,0.8,0.8317,Mandiri
Kab. Malang,Tirtoyudo,Tirtoyudo,0.9143,0.7,0.9333,0.8492,Mandiri
Kab. Malang,Tirtoyudo,Sukorejo,0.8857,0.8167,0.8667,0.8563,Mandiri
Kab. Malang,Tirtoyudo,Ampelgading,0.8171,0.9333,0.7333,0.8279,Mandiri
Kab. Malang,Tirtoyudo,Tamankuncaran,0.9657,0.9,1,0.9552,Mandiri
Kab. Malang,Tirtoyudo,Gadungsari,0.92,0.7,0.9333,0.8511,Mandiri
Kab. Malang,Tirtoyudo,Wonoagung,0.9143,0.7167,0.8667,0.8325,Mandiri
Kab. Malang,Tirtoyudo,Tamansatriyan,0.9486,0.65,1,0.8662,Mandiri
Kab. Malang,Tirtoyudo,Purwodadi,0.8343,0.8667,0.9333,0.8781,Mandiri
Kab. Malang,Kromengan,Slorok,0.88,0.95,0.9333,0.9211,Mandiri
Kab. Malang,Kromengan,Jatikerto,0.9086,0.9667,0.8667,0.914,Mandiri
Kab. Malang,Kromengan,Ngadirejo,0.8686,0.9333,0.9333,0.9117,Mandiri
Kab. Malang,Kromengan,Kromengan,0.8914,0.9667,1,0.9527,Mandiri
Kab. Malang,Kromengan,Peniwen,0.8457,0.9,0.8667,0.8708,Mandiri
Kab. Malang,Kromengan,Jambuwer,0.8057,0.8,1,0.8686,Mandiri
Kab. Malang,Kromengan,Karangrejo,0.8971,0.8333,0.8667,0.8657,Mandiri
Kab. Malang,Wonosari,Kluwut,0.8571,0.8167,1,0.8913,Mandiri
Kab. Malang,Wonosari,Plandi,0.76,0.7,1,0.82,Mandiri
Kab. Malang,Wonosari,Plaosan,0.8514,0.8,1,0.8838,Mandiri
Kab. Malang,Wonosari,Kebobang,0.84,1,0.8667,0.9022,Mandiri
Kab. Malang,Wonosari,Sumbertempur,0.88,0.7333,1,0.8711,Mandiri
Kab. Malang,Wonosari,Sumberdem,0.8857,0.85,1,0.9119,Mandiri
Kab. Malang,Wonosari,Wonosari,0.8171,0.8833,1,0.9002,Mandiri
Kab. Malang,Wonosari,Bangelan,0.8343,0.8167,0.9333,0.8614,Mandiri
Kab. Malang,Pagelaran,Clumprit,0.8857,0.8333,0.8667,0.8619,Mandiri
Kab. Malang,Pagelaran,Suwaru,0.8114,0.8833,0.8667,0.8538,Mandiri
Kab. Malang,Pagelaran,Kademangan,0.8686,0.7333,0.8667,0.8229,Mandiri
Kab. Malang,Pagelaran,Balearjo,0.8114,0.9333,0.8,0.8483,Mandiri
Kab. Malang,Pagelaran,Kanigoro,0.84,0.8,0.8667,0.8356,Mandiri
Kab. Malang,Pagelaran,Brongkal,0.88,0.8667,0.8667,0.8711,Mandiri
Kab. Malang,Pagelaran,Pagelaran,0.88,0.8333,0.8667,0.86,Mandiri
Kab. Malang,Pagelaran,Banjarejo,0.8971,0.8667,0.8,0.8546,Mandiri
Kab. Malang,Pagelaran,Karangsuko,0.8857,0.9333,0.9333,0.9175,Mandiri
Kab. Malang,Pagelaran,Sidorejo,0.8629,0.95,0.8667,0.8932,Mandiri
Kab. Sidoarjo,Tarik,Mliriprowo,0.76,0.6167,0.9333,0.77,Maju
Kab. Sidoarjo,Tarik,Kedungbocok,0.7829,0.5167,1,0.7665,Maju
Kab. Sidoarjo,Tarik,Singogalih,0.8629,0.6333,0.6667,0.721,Maju
Kab. Sidoarjo,Tarik,Tarik,0.84,0.7333,0.9333,0.8356,Mandiri
Kab. Sidoarjo,Tarik,Mergobener,0.7371,0.6667,0.7333,0.7124,Maju
Kab. Sidoarjo,Tarik,Mergosari,0.8171,0.5667,1,0.7946,Maju
Kab. Sidoarjo,Tarik,Kendalsewu,0.7714,0.5833,1,0.7849,Maju
Kab. Sidoarjo,Tarik,Klantingsari,0.8114,0.5333,0.9333,0.7594,Maju
Kab. Sidoarjo,Tarik,Kalimati,0.6857,0.6333,0.8667,0.7286,Maju
Kab. Sidoarjo,Tarik,Gempolklutuk,0.7943,0.55,0.8,0.7148,Maju
Kab. Sidoarjo,Tarik,Banjarwungu,0.7829,0.5167,1,0.7665,Maju
Kab. Sidoarjo,Tarik,Balongmacekan,0.8743,0.4667,1,0.7803,Maju
Kab. Sidoarjo,Tarik,Gampingrowo,0.7829,0.4333,0.9333,0.7165,Maju
Kab. Sidoarjo,Tarik,Sebani,0.9143,0.8167,0.9333,0.8881,Mandiri
Kab. Sidoarjo,Tarik,Kramattemenggung,0.7714,0.7,0.8667,0.7794,Maju
Kab. Sidoarjo,Tarik,Mindugading,0.8286,0.5667,1,0.7984,Maju
Kab. Sidoarjo,Tarik,Kemuning,0.8171,0.8333,0.5333,0.7279,Maju
Kab. Sidoarjo,Tarik,Janti,0.8514,0.7,0.9333,0.8283,Mandiri
Kab. Sidoarjo,Tarik,Segodobancang,0.8,0.6167,0.8667,0.7611,Maju
Kab. Sidoarjo,Tarik,Kedinding,0.7657,0.6167,0.9333,0.7719,Maju
Kab. Sidoarjo,Prambon,Prambon,0.96,0.9,0.6,0.82,Mandiri
Kab. Sidoarjo,Prambon,Kajartengguli,0.9086,0.7333,0.5333,0.7251,Maju
Kab. Sidoarjo,Prambon,Gedangrowo,0.8857,0.7333,0.8667,0.8286,Mandiri
Kab. Sidoarjo,Prambon,Wirobiting,0.9543,0.7167,0.8,0.8237,Mandiri
Kab. Sidoarjo,Prambon,Simpang,0.9371,0.6,0.6667,0.7346,Maju
Kab. Sidoarjo,Prambon,Bulang,0.8629,0.85,0.8667,0.8598,Mandiri
Kab. Sidoarjo,Prambon,Gampang,0.8229,0.8333,0.6,0.7521,Maju
Kab. Sidoarjo,Prambon,Jatikalang,0.9257,0.8,0.9333,0.8863,Mandiri
Kab. Sidoarjo,Prambon,Jatialun-Alun,0.8914,0.8,0.5333,0.7416,Maju
Kab. Sidoarjo,Prambon,Pejangkungan,0.8,0.6833,0.6667,0.7167,Maju
Kab. Sidoarjo,Prambon,Kedungsugo,0.9086,0.65,0.8667,0.8084,Maju
Kab. Sidoarjo,Prambon,Kedungwonokerto,0.9657,0.85,1,0.9386,Mandiri
Kab. Sidoarjo,Prambon,Bendotretek,0.8457,0.95,0.8667,0.8875,Mandiri
Kab. Sidoarjo,Prambon,Wonoplintahan,0.9029,0.8667,0.8667,0.8787,Mandiri
Kab. Sidoarjo,Prambon,Kedungkembar,0.7943,0.5667,0.8667,0.7425,Maju
Kab. Sidoarjo,Prambon,Jedongcangkring,0.8171,0.7833,0.8667,0.8224,Mandiri
Kab. Sidoarjo,Prambon,Cangkringturi,0.8057,0.6667,0.9333,0.8019,Maju
Kab. Sidoarjo,Prambon,Simogirang,0.8286,0.7333,0.6,0.7206,Maju
Kab. Sidoarjo,Prambon,Temu,0.8286,0.8667,0.8,0.8317,Mandiri
Kab. Sidoarjo,Prambon,Watutulis,0.9486,0.95,0.6667,0.8551,Mandiri
Kab. Sidoarjo,Krembung,Tambakrejo,0.8743,0.75,0.9333,0.8525,Mandiri
Kab. Sidoarjo,Krembung,Keper,0.8971,0.7333,0.8667,0.8324,Mandiri
Kab. Sidoarjo,Krembung,Kedungsumur,0.9086,0.75,1,0.8862,Mandiri
Kab. Sidoarjo,Krembung,Kedungrawan,0.9657,0.6167,0.8667,0.8163,Mandiri
Kab. Sidoarjo,Krembung,Tanjekwagir,0.8857,0.75,0.8667,0.8341,Mandiri
Kab. Sidoarjo,Krembung,Mojoruntut,0.92,0.7167,0.9333,0.8567,Mandiri
Kab. Sidoarjo,Krembung,Gading,0.8743,0.7167,0.8667,0.8192,Mandiri
Kab. Sidoarjo,Krembung,Wangkal,0.9257,0.7167,0.9333,0.8586,Mandiri
Kab. Sidoarjo,Krembung,Jenggot,0.8514,0.6667,1,0.8394,Mandiri
Kab. Sidoarjo,Krembung,Waung,0.8,0.7833,0.8667,0.8167,Mandiri
Kab. Sidoarjo,Krembung,Ploso,0.8686,0.6833,0.9333,0.8284,Mandiri
Kab. Sidoarjo,Krembung,Rejeni,0.88,0.7833,0.8667,0.8433,Mandiri
Kab. Sidoarjo,Krembung,Kandangan,0.9657,0.8667,0.7333,0.8552,Mandiri
Kab. Sidoarjo,Krembung,Krembung,0.92,0.8833,0.7333,0.8456,Mandiri
Kab. Sidoarjo,Krembung,Lemujut,0.88,0.7333,0.8667,0.8267,Mandiri
Kab. Sidoarjo,Krembung,Cangkring,0.9143,0.8333,0.7333,0.827,Mandiri
Kab. Sidoarjo,Krembung,Keret,0.8571,0.75,0.8667,0.8246,Mandiri
Kab. Sidoarjo,Krembung,Wonomlati,0.8514,0.7333,0.9333,0.8394,Mandiri
Kab. Sidoarjo,Krembung,Balonggarut,0.8286,0.85,0.8667,0.8484,Mandiri
Kab. Sidoarjo,Porong,Kebonagung,0.8457,0.7333,0.8667,0.8152,Maju
Kab. Sidoarjo,Porong,Kedungsolo,0.96,0.85,0.6667,0.8256,Mandiri
Kab. Sidoarjo,Porong,Kesambi,0.8629,0.6333,0.7333,0.7432,Maju
Kab. Sidoarjo,Porong,Kebakalan,0.8286,0.7,0.9333,0.8206,Mandiri
Kab. Sidoarjo,Porong,Lajuk,0.8229,0.8167,0.6667,0.7687,Maju
Kab. Sidoarjo,Porong,Kedungboto,0.76,0.6833,0.7333,0.7256,Maju
Kab. Sidoarjo,Porong,Candipari,0.9029,0.85,0.7333,0.8287,Mandiri
Kab. Sidoarjo,Porong,Pamotan,0.7829,0.6667,0.9333,0.7943,Maju
Kab. Sidoarjo,Porong,Glagaharum,0.96,0.75,0.8,0.8367,Mandiri
Kab. Sidoarjo,Porong,Plumbon,0.7257,0.6,1,0.7752,Maju
Kab. Sidoarjo,Porong,Wunut,0.8857,0.7333,0.8667,0.8286,Mandiri
Kab. Sidoarjo,Porong,Pesawahan,0.68,0.5167,0.9333,0.71,Maju
Kab. Sidoarjo,Jabon,Panggreh,0.9086,0.65,0.6,0.7195,Maju
Kab. Sidoarjo,Jabon,Trompoasri,0.8,0.6167,0.8667,0.7611,Maju
Kab. Sidoarjo,Jabon,Kedungrejo,0.84,0.75,0.8667,0.8189,Mandiri
Kab. Sidoarjo,Jabon,Semambung,0.7886,0.5833,0.6,0.6573,Berkembang
Kab. Sidoarjo,Jabon,Kedungpandan,0.7486,0.6667,0.7333,0.7162,Maju
Kab. Sidoarjo,Jabon,Kupang,0.84,0.6833,0.8667,0.7967,Maju
Kab. Sidoarjo,Jabon,Tambakkalisogo,0.9029,0.75,0.8,0.8176,Mandiri
Kab. Sidoarjo,Jabon,Balongtani,0.7829,0.5333,0.5333,0.6165,Berkembang
Kab. Sidoarjo,Jabon,Jemirahan,0.9143,0.75,0.8,0.8214,Mandiri
Kab. Sidoarjo,Jabon,Dukuhsari,0.8914,0.75,0.6,0.7471,Maju
Kab. Sidoarjo,Jabon,Kedungcangkring,0.8171,0.7833,0.8,0.8002,Maju
Kab. Sidoarjo,Jabon,Keboguyang,0.8914,0.6333,0.8667,0.7971,Maju
Kab. Sidoarjo,Jabon,Permisan,0.8857,0.8333,1,0.9063,Mandiri
Kab. Sidoarjo,Tanggulangin,Kalisampurno,0.92,0.8667,0.8,0.8622,Mandiri
Kab. Sidoarjo,Tanggulangin,Ketapang,0.8057,0.6333,0.8,0.7463,Maju
Kab. Sidoarjo,Tanggulangin,Kalitengah,0.9086,0.8167,0.8667,0.864,Mandiri
Kab. Sidoarjo,Tanggulangin,Gempolsari,0.8686,0.6833,0.7333,0.7617,Maju
Kab. Sidoarjo,Tanggulangin,Sentul,0.8171,0.6,0.7333,0.7168,Maju
Kab. Sidoarjo,Tanggulangin,Penatarsewu,0.8457,0.7167,0.7333,0.7652,Maju
Kab. Sidoarjo,Tanggulangin,Banjarasri,0.8,0.6833,0.6667,0.7167,Maju
Kab. Sidoarjo,Tanggulangin,Banjarpanji,0.9143,0.75,0.6,0.7548,Maju
Kab. Sidoarjo,Tanggulangin,Kedungbanteng,0.8343,0.6,0.9333,0.7892,Maju
Kab. Sidoarjo,Tanggulangin,Kalidawir,0.9029,0.6667,0.8,0.7898,Maju
Kab. Sidoarjo,Tanggulangin,Putat,0.7314,0.6,0.8,0.7105,Maju
Kab. Sidoarjo,Tanggulangin,Ngaban,0.8686,0.8,0.8667,0.8451,Mandiri
Kab. Sidoarjo,Tanggulangin,Kludan,0.9371,0.8333,0.8667,0.879,Mandiri
Kab. Sidoarjo,Tanggulangin,Boro,0.9086,0.9,0.7333,0.8473,Mandiri
Kab. Sidoarjo,Tanggulangin,Kedensari,0.8857,0.85,0.8,0.8452,Mandiri
Kab. Sidoarjo,Tanggulangin,Ketegan,0.8629,0.8833,0.8667,0.871,Mandiri
Kab. Sidoarjo,Tanggulangin,Ganggangpanjang,0.9486,0.6167,0.9333,0.8329,Mandiri
Kab. Sidoarjo,Tanggulangin,Randegan,0.8743,0.85,0.9333,0.8859,Mandiri
Kab. Sidoarjo,Candi,Karangtanjung,0.8514,0.8333,0.8667,0.8505,Mandiri
Kab. Sidoarjo,Candi,Sumorame,0.8857,0.85,0.8,0.8452,Mandiri
Kab. Sidoarjo,Candi,Ngampelsari,0.8857,0.7667,0.9333,0.8619,Mandiri
Kab. Sidoarjo,Candi,Balonggabus,0.8914,0.75,0.9333,0.8583,Mandiri
Kab. Sidoarjo,Candi,Balongdowo,0.9143,0.7833,0.8,0.8325,Mandiri
Kab. Sidoarjo,Candi,Kendalpecabean,0.9257,0.7167,0.8667,0.8363,Mandiri
Kab. Sidoarjo,Candi,Kedungpeluk,0.9371,0.85,0.6667,0.8179,Mandiri
Kab. Sidoarjo,Candi,Kalipecabean,0.9143,0.75,0.8667,0.8437,Mandiri
Kab. Sidoarjo,Candi,Klurak,0.8629,0.7333,0.8667,0.821,Mandiri
Kab. Sidoarjo,Candi,Kebonsari,0.9429,0.8667,0.8667,0.8921,Mandiri
Kab. Sidoarjo,Candi,Gelam,0.9657,0.7333,0.8,0.833,Mandiri
Kab. Sidoarjo,Candi,Candi,0.8743,0.75,0.8667,0.8303,Mandiri
Kab. Sidoarjo,Candi,Sugihwaras,0.9829,0.9667,0.9333,0.961,Mandiri
Kab. Sidoarjo,Candi,Kedungkendo,0.9543,0.7167,0.9333,0.8681,Mandiri
Kab. Sidoarjo,Candi,Durungbanjar,0.9829,0.9333,0.6,0.8387,Mandiri
Kab. Sidoarjo,Candi,Durungbedug,0.8629,0.6833,0.9333,0.8265,Mandiri
Kab. Sidoarjo,Candi,Jambangan,0.92,0.7667,0.8667,0.8511,Mandiri
Kab. Sidoarjo,Candi,Sidodadi,0.8971,0.8333,0.8,0.8435,Mandiri
Kab. Sidoarjo,Candi,Sepande,0.9371,0.8667,0.6667,0.8235,Mandiri
Kab. Sidoarjo,Candi,Sumokali,0.9143,0.85,0.8,0.8548,Mandiri
Kab. Sidoarjo,Candi,Tenggulunan,0.92,0.7167,0.9333,0.8567,Mandiri
Kab. Sidoarjo,Candi,Bligo,0.9086,0.7,0.8667,0.8251,Mandiri
Kab. Sidoarjo,Candi,Wedoroklurak,0.8971,0.7833,1,0.8935,Mandiri
Kab. Sidoarjo,Candi,Larangan,0.8971,0.9,0.8,0.8657,Mandiri
Kab. Sidoarjo,Sidoarjo,Lebo,0.8057,0.7833,1,0.863,Mandiri
Kab. Sidoarjo,Sidoarjo,Suko,0.9371,0.7667,0.8,0.8346,Mandiri
Kab. Sidoarjo,Sidoarjo,Banjarbendo,0.8971,0.7333,0.8667,0.8324,Mandiri
Kab. Sidoarjo,Sidoarjo,Rangkahkidul,0.8914,0.6333,0.9333,0.8194,Mandiri
Kab. Sidoarjo,Sidoarjo,Blurukidul,0.88,0.7667,0.8667,0.8378,Mandiri
Kab. Sidoarjo,Sidoarjo,Kemiri,0.9143,0.8,0.8,0.8381,Mandiri
Kab. Sidoarjo,Sidoarjo,Jati,0.9029,0.9333,0.6667,0.8343,Mandiri
Kab. Sidoarjo,Sidoarjo,Cemengbakalan,0.9029,0.7667,0.8,0.8232,Mandiri
Kab. Sidoarjo,Sidoarjo,Sarirogo,0.88,0.7833,0.8667,0.8433,Mandiri
Kab. Sidoarjo,Sidoarjo,Sumput,0.9486,0.8167,0.9333,0.8995,Mandiri
Kab. Sidoarjo,Tulangan,Janti,0.9257,0.8167,0.8667,0.8697,Mandiri
Kab. Sidoarjo,Tulangan,Kebaron,0.8629,0.7167,1,0.8598,Mandiri
Kab. Sidoarjo,Tulangan,Kenongo,0.9314,0.9333,0.6667,0.8438,Mandiri
Kab. Sidoarjo,Tulangan,Gelang,0.8629,0.5333,0.6667,0.6876,Berkembang
Kab. Sidoarjo,Tulangan,Jiken,0.8171,0.7,0.6667,0.7279,Maju
Kab. Sidoarjo,Tulangan,Pangkemiri,0.8743,0.85,0.8667,0.8637,Mandiri
Kab. Sidoarjo,Tulangan,Kepatihan,0.9657,0.8167,0.5333,0.7719,Maju
